18122,0.01106,,0,,149.366308678585,,,
18132,0.01597,,10,10,149.084986401176,-0.281322277409231,,-4.68870462348718
18142,0.02088,,20,10,148.803664123767,-0.281322277409231,,-4.68870462348718
18152,0.02578,,30,10,148.522914804153,-0.280749319614102,,-4.67915532690171
18162,0.03069,,40,10,148.241592526744,-0.281322277409231,,-4.68870462348718
18172,0.0356,,50,10,147.960270249334,-0.281322277409259,,-4.68870462348766
18182,0.04051,,60,10,147.678947971925,-0.281322277409231,,-4.68870462348718
18192,0.04541,,70,10,147.398198652311,-0.280749319614102,,-4.67915532690171
18202,0.05032,,80,10,147.116876374902,-0.281322277409231,,-4.68870462348718
18212,0.05523,,90,10,146.835554097492,-0.281322277409231,,-4.68870462348718
18222,0.06014,,100,10,146.554231820083,-0.281322277409231,,-4.68870462348718
18232,0.06505,,110,10,146.272909542674,-0.281322277409231,,-4.68870462348718
18242,0.06996,,120,10,145.991587265265,-0.281322277409231,,-4.68870462348718
18252,0.07487,,130,10,145.710264987856,-0.281322277409231,,-4.68870462348718
18262,0.07979,,140,10,145.428369752651,-0.281895235204388,,-4.69825392007313
18272,0.0847,,150,10,145.147047475242,-0.281322277409231,,-4.68870462348718
18282,0.08962,,160,10,144.865152240038,-0.28189523520436,,-4.69825392007266
18292,0.09454,,170,10,144.583257004833,-0.28189523520436,,-4.69825392007266
18302,0.09946,,180,10,144.301361769629,-0.28189523520436,,-4.69825392007266
18312,0.10438,,190,10,144.019466534424,-0.281895235204388,,-4.69825392007313
18322,0.1093,,200,10,143.73757129922,-0.28189523520436,,-4.69825392007266
18332,0.11423,,210,10,143.455103106221,-0.282468192999488,,-4.70780321665814
18342,0.11915,,220,10,143.173207871016,-0.28189523520436,,-4.69825392007266
18352,0.12408,,230,10,142.890739678017,-0.282468192999488,,-4.70780321665814
18362,0.12901,,240,10,142.608271485017,-0.282468192999517,,-4.70780321665861
18372,0.13394,,250,10,142.325803292018,-0.282468192999488,,-4.70780321665814
18382,0.13888,,260,10,142.042762141223,-0.283041150794617,,-4.71735251324361
18392,0.14382,,270,10,141.759720990428,-0.283041150794645,,-4.71735251324408
18402,0.14876,,280,10,141.476679839634,-0.283041150794617,,-4.71735251324361
18412,0.1537,,290,10,141.193638688839,-0.283041150794617,,-4.71735251324361
18422,0.15865,,300,10,140.910024580249,-0.283614108589774,,-4.72690180982956
18432,0.16359,,310,10,140.626983429455,-0.283041150794617,,-4.71735251324361
18442,0.16854,,320,10,140.343369320865,-0.283614108589774,,-4.72690180982956
18452,0.1735,,330,10,140.05918225448,-0.284187066384874,,-4.73645110641456
18462,0.17846,,340,10,139.774995188095,-0.284187066384902,,-4.73645110641504
18472,0.18342,,350,10,139.49080812171,-0.284187066384874,,-4.73645110641456
18482,0.18838,,360,10,139.206621055326,-0.284187066384902,,-4.73645110641504
18492,0.19335,,370,10,138.921861031146,-0.284760024180002,,-4.74600040300004
18502,0.19832,,380,10,138.637101006966,-0.284760024180031,,-4.74600040300051
18512,0.20329,,390,10,138.352340982786,-0.284760024180002,,-4.74600040300004
18522,0.20827,,400,10,138.06700800081,-0.285332981975159,,-4.75554969958599
18532,0.21325,,410,10,137.781675018835,-0.285332981975159,,-4.75554969958599
18542,0.21823,,420,10,137.49634203686,-0.285332981975131,,-4.75554969958552
18552,0.22322,,430,10,137.21043609709,-0.285905939770288,,-4.76509899617146
18562,0.22821,,440,10,136.92453015732,-0.285905939770288,,-4.76509899617146
18572,0.2332,,450,10,136.638624217549,-0.285905939770288,,-4.76509899617146
18582,0.2382,,460,10,136.352145319984,-0.286478897565416,,-4.77464829275694
18592,0.24321,,470,10,136.065093464623,-0.287051855360517,,-4.78419758934194
18602,0.24822,,480,10,135.778041609263,-0.287051855360545,,-4.78419758934242
18612,0.25323,,490,10,135.490989753902,-0.287051855360545,,-4.78419758934242
