timestamp,,e_point,n_point,e_cur,n_cur,,,Cur_head,Head_ref,Head_command
1.65661E+12,0,0,0,2.684,1.099,0,0,0,0,0
1.65661E+12,102.6101074,0,0,2.684,1.1,0,0.009745629,111.270813,0,0
1.65661E+12,202.9001465,0,0,2.684,1.1,0,0,111.3807297,0,0
1.65661E+12,303.2700195,0,0,2.683,1.098,-0.009963149,-0.019926298,111.5481796,0,0
1.65661E+12,403.6401367,0,0,2.681,1.092,-0.01992625,-0.059778749,111.689949,0,0
1.65661E+12,504.0200195,0,0,2.681,1.092,0,0,111.8532715,0,0
1.65661E+12,604.3701172,0,0,2.679,1.083,-0.019930225,-0.089686011,112.0471878,0,0
1.65661E+12,704.7001953,0,0,2.679,1.083,0,0,112.229248,0,0
1.65661E+12,805.0200195,0,0,2.677,1.075,-0.019936239,-0.079744956,112.3992233,0,0
1.65661E+12,905.3300781,0,0,2.677,1.074,0,-0.00996909,112.5223923,0,0
1.65661E+12,1009.22998,0,0,2.677,1.074,0,0,112.6075668,0,0
1.65661E+12,1109.75,0,0,2.679,1.077,0.019896534,0.029844801,112.6518936,0,0
1.65661E+12,1211.200195,0,0,2.681,1.082,0.019714107,0.049285267,112.6697159,0,0
1.65661E+12,1311.570068,0,0,2.681,1.082,0,0,112.6337433,0,0
1.65661E+12,1411.97998,0,0,2.683,1.088,0.019918352,0.059755057,112.593689,0,0
1.65661E+12,1512.340088,0,0,2.683,1.088,0,0,112.5365906,0,0
1.65661E+12,1613.170166,0,0,2.685,1.093,0.019835351,0.049588378,112.5177078,0,0
1.65661E+12,1713.75,0,0,2.686,1.096,0.009942351,0.029827053,112.4896545,0,0
1.65661E+12,1814.210205,0,0,2.686,1.096,0,0,112.4501648,0,0
1.65661E+12,1914.620117,0,0,2.687,1.095,0.009959176,-0.009959176,112.4261093,0,0
1.65661E+12,2014.910156,0,0,2.686,1.094,-0.00997108,-0.00997108,112.3991241,0,0
1.65661E+12,2115.220215,0,0,2.686,1.094,0,0,112.3596497,0,0
1.65661E+12,2215.530029,0,0,2.684,1.095,-0.019938228,0.009969114,112.2915421,0,0
1.65661E+12,2315.820068,0,0,2.682,1.096,-0.01994216,0.00997108,112.2443085,0,0
1.65661E+12,2416.140137,0,0,2.682,1.096,0,0,112.223053,0,0
1.65661E+12,2516.610107,0,0,2.679,1.096,-0.029859668,0,112.2315598,0,0
1.65661E+12,2616.920166,0,0,2.679,1.096,0,0,112.264389,0,0
1.65661E+12,2717.220215,0,0,2.678,1.096,-0.009970085,0,112.3624268,0,0
1.65661E+12,2817.5,0,0,2.678,1.095,0,-0.0099721,112.460434,0,0
1.65661E+12,2919.870117,0,0,2.678,1.095,0,0,112.575325,0,0
1.65661E+12,3020.180176,0,0,2.68,1.093,0.01993818,-0.01993818,112.6959839,0,0
1.65661E+12,3120.460205,0,0,2.683,1.092,0.029916226,-0.009972075,112.7938232,0,0
1.65661E+12,3220.76001,0,0,2.683,1.092,0,0,112.8486176,0,0
1.65661E+12,3321.430176,0,0,2.684,1.093,0.00993343,0.00993343,112.8732605,0,0
1.65661E+12,3421.710205,0,0,2.684,1.093,0,0,112.8752213,0,0
1.65661E+12,3522.01001,0,0,2.685,1.094,0.009970109,0.009970109,112.8373184,0,0
1.65661E+12,3622.310059,0,0,2.684,1.096,-0.009970085,0.01994017,112.8045502,0,0
1.65661E+12,3722.600098,0,0,2.684,1.096,0,0,112.7544098,0,0
1.65661E+12,3823.440186,0,0,2.682,1.098,-0.019833382,0.019833382,112.698143,0,0
1.65661E+12,3923.920166,0,0,2.681,1.098,-0.009952231,0,112.6545029,0,0
1.65661E+12,4024.280029,0,0,2.681,1.098,0,0,112.6763229,0,0
1.65661E+12,4124.610107,0,0,2.68,1.098,-0.009967101,0,112.6577606,0,0
1.65661E+12,4225,0,0,2.68,1.098,0,0,112.6197433,0,0
1.65661E+12,4325.350098,0,0,2.68,1.097,0,-0.009965112,112.5704422,0,0
1.65661E+12,4425.700195,0,0,2.68,1.096,0,-0.009965112,112.5096359,0,0
1.65661E+12,4526.040039,0,0,2.68,1.096,0,0,112.397316,0,0
1.65661E+12,4626.51001,0,0,2.68,1.096,0,0,112.2897797,0,0
1.65661E+12,4726.840088,0,0,2.679,1.095,-0.009967101,-0.009967101,112.1918488,0,0
1.65661E+12,4827.210205,0,0,2.679,1.095,0,0,112.0518799,0,0
1.65661E+12,4927.560059,0,0,2.678,1.096,-0.009965137,0.009965137,111.931282,0,0
1.65661E+12,5028.110107,0,0,2.678,1.096,0,0,111.8041,0,0
1.65661E+12,5128.660156,0,0,2.678,1.097,0,0.009945296,111.7139969,0,0
1.65661E+12,5229.180176,0,0,2.678,1.098,0,0.009948267,111.6513138,0,0
1.65661E+12,5329.51001,0,0,2.678,1.098,0,0,111.6267014,0,0
1.65661E+12,5429.810059,0,0,2.679,1.099,0.009970085,0.009970085,111.572876,0,0
1.65661E+12,5530.110107,0,0,2.68,1.098,0.009970085,-0.009970085,111.5379257,0,0
1.65661E+12,5630.440186,0,0,2.68,1.098,0,0,111.4717789,0,0
1.65661E+12,5730.72998,0,0,2.681,1.097,0.009971104,-0.009971104,111.4569168,0,0
1.65661E+12,5831.040039,0,0,2.681,1.097,0,0,111.4791489,0,0
1.65661E+12,5931.320068,0,0,2.682,1.094,0.009972075,-0.029916226,111.5339508,0,0
1.65661E+12,6031.620117,0,0,2.682,1.091,0,-0.029910255,111.5851898,0,0
1.65661E+12,6132.180176,0,0,2.682,1.091,0,0,111.6357498,0,0
1.65661E+12,6233.540039,0,0,2.682,1.089,0,-0.019731676,111.7042084,0,0
1.65661E+12,6335.030029,0,0,2.682,1.088,0,-0.009853188,111.7806625,0,0
1.65661E+12,6435.430176,0,0,2.682,1.088,0,0,111.8739395,0,0
1.65661E+12,6535.72998,0,0,2.682,1.089,0,0.009970109,111.9648285,0,0
1.65661E+12,6636.440186,0,0,2.682,1.089,0,0,112.0345764,0,0
1.65661E+12,6737.100098,0,0,2.682,1.09,0,0.009934441,112.1139145,0,0
1.65661E+12,6837.73999,0,0,2.683,1.09,0.009936418,0,112.1703339,0,0
1.65661E+12,6940.630127,0,0,2.683,1.09,0,0,112.2295074,0,0
1.65661E+12,7041.040039,0,0,2.684,1.091,0.009959176,0.009959176,112.2442093,0,0
1.65661E+12,7141.47998,0,0,2.685,1.091,0.009956199,0,112.2687836,0,0
1.65661E+12,7241.890137,0,0,2.685,1.091,0,0,112.2848892,0,0
1.65661E+12,7342.22998,0,0,2.686,1.092,0.009966131,0.009966131,112.2921371,0,0
1.65661E+12,7442.590088,0,0,2.686,1.092,0,0,112.2858505,0,0
1.65661E+12,7543,0,0,2.686,1.093,0,0.009959176,112.2926407,0,0
1.65661E+12,7643.880127,0,0,2.684,1.093,-0.01982551,0,112.2964401,0,0
1.65661E+12,7744.200195,0,0,2.684,1.093,0,0,112.2982788,0,0
1.65661E+12,7844.51001,0,0,2.682,1.092,-0.019938228,-0.009969114,112.2991028,0,0
1.65661E+12,7944.97998,0,0,2.682,1.094,0,0.019906446,112.2514801,0,0
1.65661E+12,8045.25,0,0,2.682,1.094,0,0,112.1311493,0,0
1.65661E+12,8145.550049,0,0,2.682,1.097,0,0.029910255,112.0271072,0,0
1.65661E+12,8245.910156,0,0,2.682,1.097,0,0,111.9661484,0,0
1.65661E+12,8346.610107,0,0,2.682,1.097,0,0,111.9795456,0,0
1.65661E+12,8446.920166,0,0,2.682,1.096,0,-0.00996909,112.0284805,0,0
1.65661E+12,8547.220215,0,0,2.682,1.096,0,0,112.1169891,0,0
1.65661E+12,8647.51001,0,0,2.68,1.091,-0.019942208,-0.049855521,112.2479095,0,0
1.65661E+12,8747.920166,0,0,2.678,1.084,-0.019918304,-0.069714063,112.3418503,0,0
1.65661E+12,8848.26001,0,0,2.678,1.084,0,0,112.5136108,0,0
1.65661E+12,8948.580078,0,0,2.675,1.078,-0.029904286,-0.059808572,112.642128,0,0
1.65661E+12,9048.870117,0,0,2.675,1.077,0,-0.00997108,112.7751999,0,0
1.65661E+12,9149.180176,0,0,2.674,1.077,-0.00996909,0,112.8608551,0,0
1.65661E+12,9249.5,0,0,2.675,1.08,0.00996812,0.029904359,112.9275894,0,0
1.65661E+12,9350.160156,0,0,2.675,1.08,0,0,112.9579239,0,0
1.65661E+12,9450.48999,0,0,2.678,1.085,0.029901375,0.049835625,112.9355927,0,0
1.65661E+12,9550.830078,0,0,2.68,1.091,0.019932213,0.059796639,112.8928833,0,0
1.65661E+12,9651.150146,0,0,2.68,1.091,0,0,112.8003769,0,0
1.65661E+12,9751.610107,0,0,2.681,1.096,0.009954215,0.049771073,112.7018433,0,0
1.65661E+12,9851.910156,0,0,2.681,1.096,0,0,112.5976868,0,0
1.65661E+12,9952.460205,0,0,2.681,1.099,0,0.029835888,112.3590012,0,0
1.65661E+12,10052.81006,0,0,2.68,1.101,-0.009965137,0.019930273,112.1565323,0,0
1.65661E+12,10153.17017,0,0,2.68,1.101,0,0,111.9392471,0,0
1.65661E+12,10253.48999,0,0,2.678,1.102,-0.019936239,0.00996812,111.6482773,0,0
1.65661E+12,10353.90015,0,0,2.676,1.104,-0.019918304,0.019918304,111.4280319,0,0
1.65661E+12,10454.21021,0,0,2.676,1.104,0,0,111.2227478,0,0
1.65661E+12,10554.53003,0,0,2.675,1.105,-0.00996812,0.00996812,110.9133911,0,0
1.65661E+12,10654.8501,0,0,2.676,1.105,0.009968095,0,110.7361755,0,0
1.65661E+12,10755.17017,0,0,2.676,1.105,0,0,110.5492477,0,0
1.65661E+12,10855.47998,0,0,2.677,1.104,0.009969114,-0.009969114,110.4309769,0,0
1.65661E+12,10955.79004,0,0,2.677,1.104,0,0,110.3292465,0,0
1.65661E+12,11056.61011,0,0,2.678,1.103,0.00991866,-0.00991866,110.2528687,0,0
1.65661E+12,11156.92017,0,0,2.679,1.101,0.00996909,-0.01993818,110.2068405,0,0
1.65661E+12,11257.31006,0,0,2.679,1.101,0,0,110.1597824,0,0
1.65661E+12,11357.71021,0,0,2.679,1.1,0,-0.009960145,110.1314774,0,0
1.65661E+12,11458.28003,0,0,2.679,1.1,0,0,110.1152344,0,0
1.65661E+12,11558.59009,0,0,2.679,1.098,0,-0.01993818,110.0594101,0,0
1.65661E+12,11658.97021,0,0,2.679,1.097,0,-0.009962131,110.0136795,0,0
1.65661E+12,11759.31006,0,0,2.679,1.097,0,0,109.9550247,0,0
1.65661E+12,11859.63013,0,0,2.679,1.096,0,-0.009968095,109.8815079,0,0
1.65661E+12,11959.9502,0,0,2.68,1.097,0.009968095,0.009968095,109.8158035,0,0
1.65661E+12,12060.34009,0,0,2.68,1.097,0,0,109.677536,0,0
1.65661E+12,12160.63013,0,0,2.681,1.097,0.00997108,0,109.4407501,0,0
1.65661E+12,12261.29004,0,0,2.683,1.097,0.019868883,0,109.3231201,0,0
1.65661E+12,12362.15015,0,0,2.683,1.097,0,0,109.2172012,0,0
1.65661E+12,12462.48999,0,0,2.685,1.098,0.019932261,0.009966131,109.0198212,0,0
1.65661E+12,12562.96021,0,0,2.685,1.098,0,0,109.0710068,0,0
1.65661E+12,12663.72998,0,0,2.686,1.099,0.00992361,0.00992361,109.0981522,0,0
1.65661E+12,12764.06006,0,0,2.687,1.099,0.009967101,0,108.9375916,0,0
1.65661E+12,12864.40015,0,0,2.687,1.099,0,0,108.9658966,0,0
1.65661E+12,12964.73999,0,0,2.685,1.098,-0.019932261,-0.009966131,109.0702362,0,0
1.65661E+12,13065.09009,0,0,2.682,1.097,-0.029895337,-0.009965112,109.0228882,0,0
1.65661E+12,13166.54004,0,0,2.682,1.097,0,0,109.2636337,0,0
1.65661E+12,13266.89014,0,0,2.675,1.095,-0.069755787,-0.019930225,109.4789276,0,0
1.65661E+12,13367.46021,0,0,2.675,1.095,0,0,109.9287491,0,0
1.65661E+12,13467.79004,0,0,2.668,1.092,-0.069769875,-0.029901375,110.142334,0,0
1.65661E+12,13568.13013,0,0,2.659,1.092,-0.089694958,0,109.9873886,0,0
1.65661E+12,13668.62012,0,0,2.659,1.092,0,0,109.992157,0,0
1.65661E+12,13768.94019,0,0,2.651,1.092,-0.079744762,0,109.5788422,0,0
