timestamp,,e_point,n_point,e_cur,n_cur,Cur_head,Head_ref,,Head_command,
1.65661E+12,0,0,0,0,0,0,0,0,0,0
1.65661E+12,101.5,0,0,0,0,0,0,0,0,0
1.65661E+12,204.9899902,0,0,1.781,1.166,0,0,0,0,0
1.65661E+12,305.9199219,0,0,1.781,1.165,84.24136353,0,0,0,0
1.65661E+12,406.4499512,0,0,1.781,1.165,84.31958008,0,0,0,0
1.65661E+12,506.8100586,0,0,1.78,1.166,84.35500336,0,0,0,0
1.65661E+12,607.1799316,0,0,1.78,1.166,84.37974548,0,0,0,0
1.65661E+12,707.5200195,0,0,1.78,1.166,84.38866425,0,0,0,0
1.65661E+12,807.8598633,0,0,1.78,1.166,84.39266968,0,0,0,0
1.65661E+12,908.1699219,0,0,1.78,1.166,84.33890533,0,0,0,0
1.65661E+12,1008.48999,0,0,1.781,1.166,84.34515381,0,0,0,0
1.65661E+12,1108.879883,0,0,1.782,1.165,84.36930847,0,0,0,0
1.65661E+12,1209.199951,0,0,1.782,1.165,84.44117737,0,0,0,0
1.65661E+12,1309.540039,0,0,1.782,1.164,84.49981689,0,0,0,0
1.65661E+12,1409.879883,0,0,1.782,1.164,84.54786682,0,0,0,0
1.65661E+12,1510.320068,0,0,1.782,1.163,84.61269379,0,0,0,0
1.65661E+12,1610.629883,0,0,1.782,1.162,84.69687653,0,0,0,0
1.65661E+12,1711.399902,0,0,1.782,1.162,84.80168915,0,0,0,0
1.65661E+12,1811.709961,0,0,1.78,1.162,84.91558838,0,0,0,0
1.65661E+12,1912.050049,0,0,1.779,1.163,85.01074982,0,0,0,0
1.65661E+12,2012.459961,0,0,1.779,1.163,85.10840607,0,0,0,0
1.65661E+12,2112.899902,0,0,1.778,1.163,85.17752838,0,0,0,0
1.65661E+12,2213.429932,0,0,1.778,1.163,85.23626709,0,0,0,0
1.65661E+12,2314.040039,0,0,1.779,1.164,85.36507416,0,0,0,0
1.65661E+12,2414.429932,0,0,1.779,1.164,85.42977905,0,0,0,0
1.65661E+12,2514.97998,0,0,1.779,1.164,85.4634552,0,0,0,0
1.65661E+12,2615.840088,0,0,1.781,1.165,85.5221405,0,0,0,0
1.65661E+12,2716.139893,0,0,1.782,1.165,85.56231689,0,0,0,0
1.65661E+12,2816.469971,0,0,1.782,1.165,85.58039093,0,0,0,0
1.65661E+12,2916.790039,0,0,1.783,1.166,85.62678528,0,0,0,0
1.65661E+12,3017.099854,0,0,1.784,1.167,85.64788055,0,0,0,0
1.65661E+12,3118.070068,0,0,1.784,1.167,85.71270752,0,0,0,0
1.65661E+12,3218.379883,0,0,1.784,1.167,85.79370117,0,0,0,0
1.65661E+12,3318.709961,0,0,1.784,1.167,85.89263916,0,0,0,0
1.65661E+12,3419.040039,0,0,1.784,1.167,86.01473236,0,0,0,0
1.65661E+12,3520.830078,0,0,1.784,1.167,86.11906433,0,0,0,0
1.65661E+12,3621.219971,0,0,1.784,1.167,86.25379944,0,0,0,0
1.65661E+12,3721.709961,0,0,1.783,1.166,86.38477325,0,0,0,0
1.65661E+12,3822.050049,0,0,1.782,1.165,86.49607849,0,0,0,0
1.65661E+12,3922.459961,0,0,1.782,1.165,86.62597656,0,0,0,0
1.65661E+12,4022.949951,0,0,1.782,1.165,86.72963715,0,0,0,0
1.65661E+12,4123.300049,0,0,1.782,1.165,86.86914825,0,0,0,0
1.65661E+12,4223.550049,0,0,1.782,1.164,86.95720673,0,0,0,0
1.65661E+12,4323.780029,0,0,1.782,1.163,87.04440308,0,0,0,0
1.65661E+12,4424.090088,0,0,1.782,1.163,87.1129303,0,0,0,0
1.65661E+12,4524.419922,0,0,1.783,1.163,87.21977997,0,0,0,0
1.65661E+12,4624.75,0,0,1.784,1.163,87.33377838,0,0,0,0
1.65661E+12,4725.179932,0,0,1.784,1.163,87.52275085,0,0,0,0
1.65661E+12,4825.540039,0,0,1.785,1.164,87.61481476,0,0,0,0
1.65661E+12,4926.219971,0,0,1.785,1.164,87.77163696,0,0,0,0
1.65661E+12,5026.52002,0,0,1.785,1.164,87.96396637,0,0,0,0
1.65661E+12,5126.840088,0,0,1.785,1.164,88.19847107,0,0,0,0
1.65661E+12,5227.219971,0,0,1.785,1.164,88.33126831,0,0,0,0
1.65661E+12,5327.699951,0,0,1.786,1.164,88.48278809,0,0,0,0
1.65661E+12,5428.040039,0,0,1.787,1.162,88.59148407,0,0,0,0
1.65661E+12,5528.379883,0,0,1.787,1.162,88.69149017,0,0,0,0
1.65661E+12,5628.98999,0,0,1.788,1.161,88.74353027,0,0,0,0
1.65661E+12,5729.320068,0,0,1.788,1.161,88.7684021,0,0,0,0
1.65661E+12,5829.859863,0,0,1.79,1.159,88.73138428,0,0,0,0
1.65661E+12,5930.179932,0,0,1.791,1.159,88.71633148,0,0,0,0
1.65661E+12,6030.540039,0,0,1.791,1.159,88.70849609,0,0,0,0
1.65661E+12,6130.879883,0,0,1.791,1.159,88.704422,0,0,0,0
1.65661E+12,6231.22998,0,0,1.79,1.159,88.70214081,0,0,0,0
1.65661E+12,6331.649902,0,0,1.79,1.159,88.70111084,0,0,0,0
1.65661E+12,6432.26001,0,0,1.788,1.161,88.6765213,0,0,0,0
1.65661E+12,6532.909912,0,0,1.788,1.161,88.63703156,0,0,0,0
