1.65662E+12,0,0.28284271,
1.65662E+12,6.179931641,0.412310559,
1.65662E+12,6.729980469,0.499999996,
1.65662E+12,16.91992188,0.316227764,
1.65662E+12,17.59985352,0.360555125,
1.65662E+12,19.08984375,0.608276248,
1.65662E+12,29.02001953,0.199999998,
1.65662E+12,29.67993164,0.299999998,
1.65662E+12,39.16992188,0.583095185,
1.65662E+12,45.47998047,0.608276248,
1.65662E+12,51.45996094,0.141421355,
1.65662E+12,52.04980469,0.223606796,
1.65662E+12,59.76000977,0.199999998,
1.65662E+12,65.66992188,0.360555125,
1.65662E+12,66.35986328,0.670820388,
1.65662E+12,73.7800293,0.632455527,
1.65662E+12,75.32983398,0.447213592,
1.65662E+12,87.51000977,0.447213592,
1.65662E+12,95.72998047,0,
1.65662E+12,96.9699707,0.223606796,
1.65662E+12,103.9599609,0.299999998,
1.65662E+12,104.6499023,0.583095185,
1.65662E+12,125.3398438,0.761577305,
1.65662E+12,126.0698242,0.499999996,
1.65662E+12,135.1298828,0.399999997,
1.65662E+12,135.9799805,0.499999996,
1.65662E+12,141.0498047,0.499999996,
1.65662E+12,147.1098633,0.223606796,
1.65662E+12,161.3198242,0.099999999,
1.65662E+12,162.3198242,0.223606796,
1.65662E+12,175.7600098,0.316227764,
1.65662E+12,176.8098145,0.728010983,
1.65662E+12,186.5397949,0.848528131,
1.65662E+12,187.2998047,0.499999996,
1.65662E+12,197.869873,0.316227764,
1.65662E+12,199.5,0.360555125,
1.65662E+12,200.5598145,0.499999996,
1.65662E+12,211.5100098,0.599999995,
1.65662E+12,212.7800293,0.299999998,
1.65662E+12,222.4499512,0.538516477,
1.65662E+12,223.2600098,0.608276248,
1.65662E+12,224.869873,0.89999994,
1.65662E+12,235.079834,1.399999989,
1.65662E+12,235.619873,0.824621119,
1.65662E+12,249.8798828,0.94868324,
1.65662E+12,261.2998047,0.599999995,
1.65662E+12,262.8999023,0.707106776,
1.65662E+12,269.2299805,0.499999996,
1.65662E+12,269.7399902,0.316227764,
1.65662E+12,303.0397949,0.399999997,
1.65662E+12,303.75,0.921954386,
1.65662E+12,304.9299316,0.921954439,
1.65662E+12,305.8098145,0.848528131,
1.65662E+12,314.5100098,0.199999998,
