timestamp,,roll_input,pitch_input,measure_roll,measure_pitch
2045327,3142,0,0,2.807391912,-6.579225359
2045337,3152,0,0,2.513695128,-6.958568182
2045347,3162,0,0,2.681019161,-6.827551711
2045358,3173,0,0,2.42763814,-6.657687711
2045368,3183,0,0,2.566637305,-6.507170659
2045378,3193,0,0,2.841986405,-6.372398243
2045388,3203,0,0,2.730313989,-6.325611175
2045398,3213,0,0,2.645763736,-6.543706526
2045408,3223,0,0,2.730722822,-6.358109974
2045429,3244,0,0,2.884994418,-6.354735132
2045439,3254,0,0,2.607663766,-6.275369862
2045449,3264,0,0,2.823918273,-6.442096169
2045459,3274,0,0,2.625826695,-6.441451533
2045469,3284,0,0,2.922178944,-6.664119606
2045479,3294,0,0,2.6987478,-6.551493392
2045489,3304,0,0,2.866515528,-6.374583258
2045500,3315,0,0,2.91446464,-6.249070014
2045500,3315,0,0,2.91446464,-6.249070014
2045520,3335,0,0,3.060498787,-5.981820267
2045530,3345,0,0,3.10002566,-5.963854475
2045540,3355,0,0,3.040882316,-5.960773631
2045540,3355,0,0,3.040882316,-5.960773631
2045560,3375,0,0,2.85399036,-6.015337329
2045570,3385,0,0,2.787731472,-5.949846797
2045581,3396,0,0,2.714620843,-6.098593371
2045591,3406,0,0,2.718002753,-6.215556743
2045601,3416,0,0,2.616833306,-6.476931994
2045611,3426,0,0,2.657983246,-6.591605006
2045621,3436,0,0,2.665408746,-6.476273474
2045631,3446,0,0,2.711886276,-6.225445777
2045641,3456,0,0,2.809796262,-5.678549958
2045652,3467,0,0,2.63311668,-5.500430985
2045662,3477,0,0,2.810247779,-5.02354676
2045672,3487,0,0,2.675093774,-5.035352747
2045682,3497,0,0,2.851481173,-4.786514494
2045692,3507,0,0,2.694518643,-5.003562308
2045702,3517,0,0,2.949345041,-4.778950323
2045712,3527,0,0,2.695337236,-4.91332293
2045722,3537,0,0,2.983646659,-4.810280427
2045733,3548,0,0,2.753185878,-5.178696041
2045743,3558,0,0,2.861406492,-5.490551328
2045753,3568,0,0,2.918022672,-5.874499699
2045773,3588,0,0,2.946781547,-6.637418853
2045773,3588,0,0,2.946781547,-6.637418853
2045793,3608,0,0,2.917131005,-6.676023737
2045804,3619,0,0,2.754740385,-6.438348293
2045814,3629,0,0,2.792259059,-6.006904003
2045824,3639,0,0,2.742368643,-5.484866743
2045834,3649,0,0,2.778236677,-5.165712665
2045844,3659,0,0,2.896208701,-5.209456111
2045844,3659,0,0,2.896208701,-5.209456111
2045854,3669,0,0,3.145187617,-5.026352431
2045875,3690,0,0,2.493614206,-5.415989468
2045875,3690,0,0,2.493614206,-5.415989468
2045885,3700,0,0,2.717484634,-5.428113645
2045905,3720,0,0,2.685964645,-5.833457841
2045915,3730,0,0,2.748003683,-6.026318479
2045925,3740,0,0,2.593784536,-5.831299221
2045935,3750,0,0,2.737206717,-5.986755116
2045945,3760,0,0,2.905576179,-6.163784989
2045956,3771,0,0,2.704893198,-6.144079718
2045966,3781,0,0,2.882279941,-5.933903963
2045976,3791,0,0,2.754145601,-5.697771079
2045986,3801,0,0,2.800762493,-5.771052412
2045996,3811,0,0,2.872634319,-5.775447518
2046006,3821,0,0,2.68099397,-5.531998178
2046006,3821,0,0,2.68099397,-5.531998178
2046027,3842,0,0,2.691090486,-5.681388577
2046037,3852,0,0,3.033286347,-5.998376325
2046047,3862,0,0,2.988645171,-5.824620683
2046057,3872,0,0,3.08200731,-5.548942925
2046067,3882,0,0,3.170905717,-5.163791184
2046077,3892,0,0,3.343805703,-5.146175968
2046087,3902,0,0,3.364056057,-5.194995826
2046097,3912,0,0,3.550973392,-5.296276629
2046108,3923,0,0,3.432265878,-5.256364869
2046118,3933,0,0,3.421363483,-5.313009907
2046128,3943,0,0,3.431086763,-5.536587188
2046138,3953,0,0,3.397715889,-5.540526904
2046148,3963,0,0,3.362843511,-5.649224906
2046168,3983,0,0,3.443841078,-5.751688317
2046179,3994,0,0,3.312879552,-5.776790474
2046189,4004,0,0,3.222381095,-5.623827796
2046189,4004,0,0,3.222381095,-5.623827796
2046209,4024,0,0,3.272091328,-5.804150156
2046209,4024,0,0,3.272091328,-5.804150156
2046229,4044,0,0,3.307270034,-5.869729432
2046239,4054,0,0,3.323948517,-5.885510291
2046239,4054,0,0,3.323948517,-5.885510291
2046260,4075,0,0,3.216128951,-5.901153356
2046260,4075,0,0,3.216128951,-5.901153356
2046270,4085,0,0,3.299094575,-5.96288206
2046290,4105,0,0,3.186424563,-5.773639255
2046300,4115,0,0,3.20502749,-5.805416009
2046300,4115,0,0,3.20502749,-5.805416009
2046320,4135,0,0,3.230473509,-5.952354972
2046331,4146,0,0,3.175849169,-6.012144426
2046351,4166,0,0,3.187234594,-6.08621057
2046351,4166,0,0,3.187234594,-6.08621057
2046361,4176,0,0,3.181270052,-6.128984017
2046371,4186,0,0,3.134445222,-6.058064816
2046381,4196,0,0,3.167482485,-6.072868119
2046391,4206,0,0,3.193693963,-6.113415078
2046402,4217,0,0,3.203815942,-6.030827382
2046412,4227,0,0,3.212914998,-6.178183197
2046432,4247,0,0,3.184695187,-6.139051228
2046442,4257,0,0,3.127525068,-6.151326913
2046442,4257,0,0,3.127525068,-6.151326913
2046462,4277,0,0,3.132347166,-6.12700863
2046472,4287,0,0,3.154557431,-6.224192779
2046472,4287,0,0,3.154557431,-6.224192779
2046493,4308,0,0,3.121462557,-6.226786384
2046503,4318,0,0,3.136521655,-6.295767163
2046513,4328,0,0,3.043092998,-6.100712708
2046523,4338,0,0,3.070396532,-6.017421772
2046533,4348,0,0,3.08211577,-5.952116482
2046543,4358,0,0,3.11365556,-5.934422403
2046554,4369,0,0,3.119432716,-5.909733671
2046564,4379,0,0,3.137841733,-6.037495743
2046574,4389,0,0,3.180422587,-6.119344567
2046584,4399,0,0,3.173541325,-6.145065137
2046604,4419,0,0,3.128770593,-6.247122998
2046614,4429,0,0,3.118095837,-6.363043717
2046625,4440,0,0,3.127604551,-6.387839982
2046635,4450,0,0,3.159534393,-6.386344447
2046645,4460,0,0,3.085033509,-6.355709418
2046655,4470,0,0,3.114038376,-6.348442097
2046665,4480,0,0,3.209477498,-6.293599775
2046675,4490,0,0,3.188660175,-6.229558674
2046695,4510,0,0,3.108605223,-6.232819735
2046695,4510,0,0,3.108605223,-6.232819735
2046716,4531,0,0,3.144695044,-6.254964136
2046716,4531,0,0,3.144695044,-6.254964136
2046736,4551,0,0,3.113452208,-6.086291239
2046746,4561,0,0,3.109367261,-6.177117033
2046756,4571,0,0,3.090645402,-6.145874219
2046766,4581,0,0,3.141065908,-6.176289462
2046777,4592,0,0,3.163522894,-6.150042972
2046787,4602,0,0,3.105673361,-6.161870559
2046797,4612,0,0,3.063473361,-6.113576424
2046807,4622,0,0,3.106151456,-6.055808517
2046817,4632,0,0,3.141149998,-6.103570773
2046827,4642,0,0,3.114757809,-6.080975192
2046837,4652,0,0,3.089731598,-6.229951752
2046847,4662,0,0,3.159572538,-6.308727872
2046868,4683,0,0,3.167108771,-6.273987628
2046868,4683,0,0,3.167108771,-6.273987628
2046888,4703,0,0,3.204858052,-6.29143816
2046898,4713,0,0,3.251066803,-6.25475433
2046908,4723,0,0,3.223081454,-6.20024
2046918,4733,0,0,3.203414647,-6.152568212
2046929,4744,0,0,3.212774133,-6.09204526
2046939,4754,0,0,3.233676588,-5.990128767
2046949,4764,0,0,3.182499672,-6.020636599
2046959,4774,0,0,3.178253702,-5.955660435
2046969,4784,0,0,3.226877558,-5.952708675
2046989,4804,0,0,3.21336587,-6.020262111
2046989,4804,0,0,3.21336587,-6.020262111
2047000,4815,0,0,3.242214821,-6.108657704
2047010,4825,0,0,3.222325753,-6.061630201
2047020,4835,0,0,3.207085709,-5.911383392
2047030,4845,0,0,3.228939301,-5.913513521
2047040,4855,0,0,3.243513855,-5.896625934
2047060,4875,0,0,3.26105456,-5.928944243
2047070,4885,0,0,3.242439744,-5.897666201
2047070,4885,0,0,3.242439744,-5.897666201
2047091,4906,0,0,3.1746755,-5.98256343
2047101,4916,0,0,3.185438553,-5.958531561
2047121,4936,0,0,3.164105158,-6.034697948
2047131,4946,0,0,3.18932643,-6.058385169
2047141,4956,0,0,3.190396189,-6.091596967
2047141,4956,0,0,3.190396189,-6.091596967
2047162,4977,0,0,3.188322008,-6.079753649
2047162,4977,0,0,3.188322008,-6.079753649
2047162,4977,0,0,3.188322008,-6.079753649
2047192,5007,0,0,3.260493157,-6.164398161
2047202,5017,0,0,3.169470474,-6.115443428
2047212,5027,0,0,3.17475509,-6.07526969
2047222,5037,0,0,3.181264861,-6.050859213
