1221292,0,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-142.5812394,-246.9579508,-139.0518087,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221302,10,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-142.5812394,-246.9579508,-139.0518087,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221312,20,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-143.3138249,-248.2268261,-137.9799492,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221322,30,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-142.5812394,-246.9579508,-139.0518087,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221332,40,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-142.5812394,-246.9579508,-139.0518087,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221342,50,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-143.3138249,-248.2268261,-137.9799492,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221352,60,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-142.5812394,-246.9579508,-139.0518087,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221362,70,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-142.5812394,-246.9579508,-139.0518087,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221372,80,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-143.3138249,-248.2268261,-137.9799492,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221382,90,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-143.3138249,-248.2268261,-137.9799492,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221392,100,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-142.5812394,-246.9579508,-139.0518087,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221402,110,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-143.3138249,-248.2268261,-137.9799492,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221412,120,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-143.3138249,-248.2268261,-137.9799492,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221422,130,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-143.3138249,-248.2268261,-137.9799492,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221432,140,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-143.3138249,-248.2268261,-137.9799492,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
1221442,150,283.6866626,0,-140.1089632,286.6276497,0,-137.9799492,-141.8433313,-245.6798565,-140.1089632,-143.3138249,-248.2268261,-137.9799492,-141.8433313,245.6798565,-140.1089632,-143.3138249,248.2268261,-137.9799492
