1.65661E+12,0,-0.861586284,1.858009688,-0.03944543,0.06152282,2.65,1.24,0.34,1.55,2.72,0.361,154.6999359,-0.92310911,-0.2061178
1.65661E+12,122.5900879,-0.861586284,1.858009688,-0.03944543,0.06152282,2.65,1.24,0.34,1.55,2.72,0.361,154.728302,-0.92310911,-0.20661288
1.65661E+12,238.75,-0.861586284,1.858009688,-0.03944543,0.06152282,2.65,1.24,0.34,1.55,2.72,0.361,154.5733032,-0.92310911,-0.20390764
1.65661E+12,355.5600586,-0.861586284,1.858009688,-0.03944543,0.06152282,2.65,1.24,0.34,1.55,2.72,0.361,153.7474365,-0.92310911,-0.18915533
1.65661E+12,474.6999512,-0.861586284,1.858009688,-0.03944543,0.06152282,2.65,1.24,0.34,1.55,2.72,0.361,154.1696472,-0.92310911,-0.19686252
1.65661E+12,588.8500977,-0.861586284,1.858009688,-0.04053262,0.05718485,2.65,1.24,0.34,1.55,2.718,0.357,153.9247742,-0.91877113,-0.19692665
1.65661E+12,695.7099609,-0.861586284,1.858009688,-0.04053262,0.05718485,2.65,1.24,0.34,1.55,2.718,0.357,153.240036,-0.91877113,-0.18497572
1.65661E+12,803.7399902,-0.861586284,1.858009688,-0.04053262,0.05718485,2.65,1.24,0.34,1.55,2.718,0.357,152.6468811,-0.91877113,-0.17462321
1.65661E+12,928.4799805,-0.861586284,1.858009688,-0.04053262,0.05718485,2.65,1.24,0.34,1.55,2.718,0.357,152.5100708,-0.91877113,-0.17251132
1.65661E+12,1037.23999,-0.861586284,1.858009688,-0.04053262,0.05718485,2.65,1.24,0.34,1.55,2.718,0.357,152.0786285,-0.91877113,-0.16470533
1.65661E+12,1146.679932,-0.861586284,1.858009688,-0.03857892,0.05946148,2.65,1.24,0.34,1.55,2.718,0.36,151.9899292,-0.92104776,-0.16168914
1.65661E+12,1263.679932,-0.861586284,1.858009688,-0.03716881,0.05956912,2.65,1.24,0.34,1.55,2.717,0.361,151.5508881,-0.9211554,-0.15324714
1.65661E+12,1374.72998,-0.861586284,1.858009688,-0.03716881,0.05956912,2.65,1.24,0.34,1.55,2.717,0.361,151.4348297,-0.9211554,-0.15142367
1.65661E+12,1485.709961,-0.861586284,1.858009688,-0.03510746,0.06043564,2.65,1.24,0.34,1.55,2.716,0.363,151.2244263,-0.92202192,-0.1465459
1.65661E+12,1599.02002,-0.861586284,1.858009688,-0.03510746,0.06043564,2.65,1.24,0.34,1.55,2.715,0.366,151.3172302,-0.92202192,-0.14816563
1.65661E+12,1713.550049,-0.861586284,1.858009688,-0.03239488,0.06206103,2.65,1.24,0.34,1.55,2.715,0.366,151.1032867,-0.92364732,-0.14426031
1.65661E+12,1828.379883,-0.861586284,1.858009688,-0.02837983,0.06520418,2.65,1.24,0.34,1.55,2.714,0.371,150.4319153,-0.92679046,-0.12794543
1.65661E+12,1936.889893,-0.861586284,1.858009688,-0.02837983,0.06520418,2.65,1.24,0.34,1.55,2.714,0.371,150.0617523,-0.92679046,-0.12148487
1.65661E+12,2055.199951,-0.861586284,1.858009688,-0.02588253,0.0696498,2.65,1.24,0.34,1.55,2.715,0.376,149.7440338,-0.93123608,-0.11149402
1.65661E+12,2165.949951,-0.861586284,1.858009688,-0.02403647,0.07333654,2.65,1.24,0.34,1.55,2.716,0.38,149.6126404,-0.93492282,-0.10626957
1.65661E+12,2322.25,-0.861586284,1.858009688,-0.02153918,0.07778216,2.65,1.24,0.34,1.55,2.717,0.385,149.2332458,-0.93936844,-0.09435911
1.65661E+12,2452.23999,-0.861586284,1.858009688,-0.02153918,0.07778216,2.65,1.24,0.34,1.55,2.718,0.388,149.3829498,-0.93936844,-0.09705955
1.65661E+12,2568.120117,-0.861586284,1.858009688,-0.02034435,0.08071002,2.65,1.24,0.34,1.55,2.718,0.388,149.2943573,-0.9422963,-0.09258546
1.65661E+12,2677.090088,-0.861586284,1.858009688,-0.01969312,0.0814689,2.65,1.24,0.34,1.55,2.718,0.389,149.0935516,-0.94305518,-0.08832186
1.65661E+12,2788.540039,-0.861586284,1.858009688,-0.01969312,0.0814689,2.65,1.24,0.34,1.55,2.718,0.389,149.100174,-0.94305518,-0.08843744
1.65661E+12,2895.709961,-0.861586284,1.858009688,-0.01904188,0.08222777,2.65,1.24,0.34,1.55,2.718,0.39,149.0466766,-0.94381406,-0.08674486
1.65661E+12,3004.5,-0.861586284,1.858009688,-0.01763177,0.08233542,2.65,1.24,0.34,1.55,2.717,0.391,149.0651855,-0.9439217,-0.08711606
1.65661E+12,3125.600098,-0.861586284,1.858009688,-0.01763177,0.08233542,2.65,1.24,0.34,1.55,2.716,0.39,149.2475891,-0.9439217,-0.0901438
1.65661E+12,3236.820068,-0.861586284,1.858009688,-0.01416031,0.08330958,2.65,1.24,0.34,1.55,2.715,0.394,149.3688049,-0.94489586,-0.09128526
1.65661E+12,3348.870117,-0.861586284,1.858009688,-0.00732504,0.08666801,2.65,1.24,0.34,1.55,2.712,0.401,149.4874725,-0.94825429,-0.08999797
1.65661E+12,3459.689941,-0.861586284,1.858009688,-0.00732504,0.08666801,2.65,1.24,0.34,1.55,2.712,0.401,149.5223541,-0.94825429,-0.09060677
1.65661E+12,3571.929932,-0.861586284,1.858009688,0.00222281,0.09165184,2.65,1.24,0.34,1.55,2.708,0.411,149.5707855,-0.95323812,-0.08646823
1.65661E+12,3689.76001,-0.861586284,1.858009688,0.0143756,0.09967117,2.65,1.24,0.34,1.55,2.704,0.425,149.6230011,-0.96125745,-0.0793509
1.65661E+12,3802.02002,-0.861586284,1.858009688,0.0143756,0.09967117,2.65,1.24,0.34,1.55,2.704,0.425,149.5287018,-0.96125745,-0.07848511
1.65661E+12,3945.820068,-0.861586284,1.858009688,0.02522592,0.10617275,2.65,1.24,0.34,1.55,2.7,0.437,149.0682831,-0.96775903,-0.06317699
1.65661E+12,4070.47998,-0.861586284,1.858009688,0.03466613,0.11256669,2.65,1.24,0.34,1.55,2.697,0.448,148.8907318,-0.97415297,-0.0536842
1.65661E+12,4189.100098,-0.861586284,1.858009688,0.04085016,0.11516625,2.65,1.24,0.34,1.55,2.694,0.454,148.5342865,-0.97675253,-0.04526137
1.65661E+12,4314.530029,-0.861586284,1.858009688,0.04085016,0.11516625,2.65,1.24,0.34,1.55,2.694,0.454,148.033844,-0.97675253,-0.03612913
1.65661E+12,4443.820068,-0.861586284,1.858009688,0.04432162,0.11614041,2.65,1.24,0.34,1.55,2.692,0.457,147.3297119,-0.97772669,-0.02286554
1.65661E+12,4579.969971,-0.861586284,1.858009688,0.04649061,0.11559681,2.65,1.24,0.34,1.55,2.69,0.458,146.5333557,-0.9771831,-0.0095101
1.65661E+12,4691.76001,-0.861586284,1.858009688,0.04790072,0.11570446,2.65,1.24,0.34,1.55,2.689,0.459,145.9942474,-0.97729074,6.76E-06
1.65661E+12,4827.76001,-0.861586284,1.858009688,0.04790072,0.11570446,2.65,1.24,0.34,1.55,2.689,0.459,145.4219208,-0.97729074,0.00999574
1.65661E+12,4943.300049,-0.861586284,1.858009688,0.04931083,0.1158121,2.65,1.24,0.34,1.55,2.688,0.46,144.9667969,-0.97739838,0.0180468
1.65661E+12,5058.080078,-0.861586284,1.858009688,0.05147982,0.11526851,2.65,1.24,0.34,1.55,2.686,0.461,144.5352325,-0.97685479,0.02304418
1.65661E+12,5181.320068,-0.861586284,1.858009688,0.05278229,0.11678626,2.65,1.24,0.34,1.55,2.685,0.466,144.0596008,-0.97837254,0.03485452
1.65661E+12,5298.52002,-0.861586284,1.858009688,0.05549487,0.11841165,2.65,1.24,0.34,1.55,2.685,0.466,143.6308594,-0.97999794,0.04396286
1.65661E+12,5426.800049,-0.861586284,1.858009688,0.06026879,0.12090357,2.65,1.24,0.34,1.55,2.683,0.471,143.4031677,-0.98248985,0.0496226
1.65661E+12,5539.399902,-0.861586284,1.858009688,0.06569395,0.12415436,2.65,1.24,0.34,1.55,2.681,0.477,143.1079559,-0.98574064,0.05883195
1.65661E+12,5648.350098,-0.861586284,1.858009688,0.06569395,0.12415436,2.65,1.24,0.34,1.55,2.681,0.477,143.1224518,-0.98574064,0.05857895
1.65661E+12,5760.459961,-0.861586284,1.858009688,0.07383169,0.12903054,2.65,1.24,0.34,1.55,2.678,0.486,143.0848999,-0.99061683,0.06411054
1.65661E+12,5889.290039,-0.861586284,1.858009688,0.08337954,0.13401437,2.65,1.24,0.34,1.55,2.674,0.496,143.0387421,-0.99560065,0.06989997
1.65661E+12,5998.689941,-0.861586284,1.858009688,0.08337954,0.13401437,2.65,1.24,0.34,1.55,2.674,0.496,143.002121,-0.99560065,0.07053913
1.65661E+12,6107.5,-0.861586284,1.858009688,0.09422986,0.14051595,2.65,1.24,0.34,1.55,2.67,0.508,143.0283051,-1.00210224,0.07658372
1.65661E+12,6218.679932,-0.861586284,1.858009688,0.10779276,0.14864293,2.65,1.24,0.34,1.55,2.665,0.523,143.0697479,-1.01022921,0.08398738
1.65661E+12,6329.01001,-0.861586284,1.858009688,0.10779276,0.14864293,2.65,1.24,0.34,1.55,2.665,0.523,143.1311188,-1.01022921,0.08291625
1.65661E+12,6464.870117,-0.861586284,1.858009688,0.12255049,0.15969777,2.65,1.24,0.34,1.55,2.661,0.541,143.240921,-1.02128405,0.09205468
1.65661E+12,6580.73999,-0.861586284,1.858009688,0.13795945,0.17151148,2.65,1.24,0.34,1.55,2.657,0.56,143.3394318,-1.03309777,0.10214906
1.65661E+12,6688.5,-0.861586284,1.858009688,0.13795945,0.17151148,2.65,1.24,0.34,1.55,2.657,0.56,143.3838654,-1.03309777,0.10137355
1.65661E+12,6804.52002,-0.861586284,1.858009688,0.15260954,0.18397644,2.65,1.24,0.34,1.55,2.654,0.579,143.4056396,-1.04556272,0.11345847
1.65661E+12,6922.199951,-0.861586284,1.858009688,0.16530592,0.19416476,2.65,1.24,0.34,1.55,2.651,0.595,143.3957367,-1.05575104,0.12381963
