timestamp,,e_point,n_point,e_cur,n_cur,Cur_head,Head_ref,,Head_command,
1.65661E+12,0,0,0,0,0,0,0,0,0,0
1.65661E+12,111.1201172,0,0,1.835,1.218,0,0,0,0,0
1.65661E+12,211.4902344,0,0,1.835,1.218,0,0,0,0,0
1.65661E+12,312.2302246,0,0,1.834,1.219,109.5364838,0,0,0,0
1.65661E+12,412.5900879,0,0,1.834,1.221,109.5669403,0,0,0,0
1.65661E+12,512.9802246,0,0,1.834,1.221,109.5839996,0,0,0,0
1.65661E+12,613.3601074,0,0,1.835,1.223,109.5916748,0,0,0,0
1.65661E+12,713.7001953,0,0,1.835,1.223,109.595665,0,0,0,0
1.65661E+12,814.0600586,0,0,1.834,1.224,109.5888443,0,0,0,0
1.65661E+12,915.6401367,0,0,1.833,1.225,109.5750351,0,0,0,0
1.65661E+12,1016.560059,0,0,1.833,1.225,109.5419922,0,0,0,0
1.65661E+12,1117.140137,0,0,1.832,1.225,109.4850235,0,0,0,0
1.65661E+12,1218.890137,0,0,1.83,1.224,109.4276428,0,0,0,0
1.65661E+12,1319.550049,0,0,1.83,1.224,109.3664246,0,0,0,0
1.65661E+12,1419.880127,0,0,1.828,1.222,109.2980423,0,0,0,0
1.65661E+12,1520.860107,0,0,1.828,1.222,109.1958466,0,0,0,0
1.65661E+12,1621.200195,0,0,1.827,1.221,109.110054,0,0,0,0
1.65661E+12,1721.640137,0,0,1.827,1.22,109.033699,0,0,0,0
1.65661E+12,1822.320068,0,0,1.827,1.22,108.9695816,0,0,0,0
1.65661E+12,1925.600098,0,0,1.827,1.219,108.9336777,0,0,0,0
1.65661E+12,2026.420166,0,0,1.828,1.219,108.8599014,0,0,0,0
1.65661E+12,2126.970215,0,0,1.828,1.219,108.8661118,0,0,0,0
1.65661E+12,2227.470215,0,0,1.831,1.221,108.9062347,0,0,0,0
1.65661E+12,2327.900146,0,0,1.832,1.222,108.9485092,0,0,0,0
1.65661E+12,2428.220215,0,0,1.832,1.222,109.0152283,0,0,0,0
1.65661E+12,2528.52002,0,0,1.833,1.222,109.078537,0,0,0,0
1.65661E+12,2628.830078,0,0,1.833,1.222,109.1367874,0,0,0,0
1.65661E+12,2729.140137,0,0,1.834,1.221,109.1842957,0,0,0,0
1.65661E+12,2829.5,0,0,1.834,1.22,109.254921,0,0,0,0
1.65661E+12,2929.820068,0,0,1.834,1.22,109.3188171,0,0,0,0
1.65661E+12,3030.120117,0,0,1.833,1.218,109.3741379,0,0,0,0
1.65661E+12,3130.410156,0,0,1.832,1.217,109.4345016,0,0,0,0
1.65661E+12,3230.77002,0,0,1.832,1.217,109.5031738,0,0,0,0
